id,name,kind,shell_id,plane_id,inclination_deg,raan_deg,argp_deg,true_anomaly_deg,arg_of_lat_deg,semi_major_axis_km,altitude_km,eci_x_km,eci_y_km,eci_z_km,ecef_x_km,ecef_y_km,ecef_z_km,lat_deg,lon_deg,degree
0,STARLINK-5372,satellite,0,82,43.0158,63.8941,55.2895,326.3165,21.606,6868.8923,484.5665,1148.246335140586,6541.324073078766,1723.5749864145107,4684.958875202606,-4707.2869694616975,1723.5749864145107,14.6358,-45.1362,4
1,STARLINK-5368,satellite,0,82,43.006,63.858,75.486,323.721,39.207,6866.5148,485.9095,-504.6867812826147,6169.065518131515,2957.751729664756,5333.029954165932,-3141.794013325759,2957.751729664756,25.6803,-30.5032,3
2,STARLINK-4659,satellite,0,82,43.0211,63.9306,28.9063,324.9012,353.8075,6869.9834,485.9967,3485.1087479955795,5891.8215413538055,-505.16383595953187,2807.7116037086134,-6243.100160250198,-505.16383595953187,-4.2469,-65.7851,7
3,STARLINK-5387,satellite,0,82,43.0121,63.9656,15.2864,314.6261,329.9125,6865.3333,486.8593,4866.517654237031,4231.2110268818415,-2346.8198286017946,654.5231949904476,-6415.42985467277,-2346.8198286017946,-20.1126,-84.1747,4
4,STARLINK-5304,satellite,0,82,42.991,64.0376,100.372,199.7379,300.1098,6863.404,495.5991,5414.198039652579,1194.8827176204122,-4050.2372887961783,-2142.750050814861,-5113.698010361843,-4050.2372887961783,-36.3183,-112.7347,3
5,STARLINK-5082,satellite,0,82,42.9832,63.7317,97.316,346.0761,83.392,6861.2671,489.541,-4119.6433427969505,2913.267334032175,4644.5077707955215,4754.670734177993,1688.6959587034817,4644.5077707955215,42.8076,19.5533,14
6,STARLINK-5360,satellite,0,82,43.0046,63.8541,77.7309,323.9751,41.706,6866.1243,485.9528,-739.2930985586942,6067.88078715982,3112.7715330118094,5385.49516652605,-2891.7422679215997,3112.7715330118094,27.1312,-28.2336,4
7,STARLINK-5432,satellite,1,111,42.9981,52.7126,59.8239,251.7436,311.5675,6874.6048,502.5435,5756.599939545285,1350.1787363401183,-3507.919314736988,-2213.093920695205,-5483.032079262322,-3507.919314736988,-30.8363,-111.9803,4
8,STARLINK-5087,satellite,0,27,42.9885,52.4897,98.8322,326.796,65.6282,6862.6676,488.3768,-1901.6163787213243,5027.453849967054,4259.582107679969,5204.778016382766,-1342.2827070138535,4259.582107679969,38.5699,-14.4612,13
9,STARLINK-5084,satellite,0,27,42.981,52.4058,92.8394,358.2971,91.1365,6861.1265,489.3732,-4057.3015417717756,2952.2281596925304,4674.2541360560535,4750.597044646464,1615.2939754550716,4674.2541360560535,43.1488,18.779,15
10,STARLINK-5418,satellite,0,27,42.9936,52.2982,89.7677,35.0289,124.7966,6864.0985,487.3968,-5653.154866251918,-577.4531851106395,3840.784127947368,2785.0776487178755,4953.277158955904,3840.784127947368,34.2203,60.6523,5
