id,name,kind,shell_id,plane_id,inclination_deg,raan_deg,argp_deg,true_anomaly_deg,arg_of_lat_deg,semi_major_axis_km,altitude_km,eci_x_km,eci_y_km,eci_z_km,ecef_x_km,ecef_y_km,ecef_z_km,lat_deg,lon_deg,degree
0,STARLINK-5372,satellite,0,81,43.0193,63.8966,20.9636,326.2644,347.228,6869.6669,486.4214,3941.7012039740334,5523.282980893187,-1035.273126123636,2493.7906522062,-6310.679159282592,-1035.273126123636,-8.7282,-68.4376,5
1,STARLINK-5368,satellite,0,81,43.0217,63.8694,37.5662,327.2467,4.8128,6870.0348,484.9144,2633.980196938725,6325.21267565964,392.86235645039835,3877.7039902086535,-5648.856418294824,392.86235645039835,3.3021,-55.532,4
2,STARLINK-4659,satellite,0,81,43.0046,63.9431,36.1615,283.2866,319.4481,6866.2959,491.928,5224.076430434826,3252.652790827548,-3044.519529285279,-109.16335480683765,-6152.951169208985,-3044.519529285279,-26.4652,-91.0164,4
3,STARLINK-5387,satellite,0,81,42.9895,64.0036,95.9529,199.5771,295.53,6860.2941,493.6509,5368.624494321101,673.0872641803627,-4223.124376766989,-2352.997799569607,-4872.225033949775,-4223.124376766989,-38.1461,-115.7778,3
4,STARLINK-5304,satellite,0,81,42.9812,64.1027,86.5895,179.1534,265.7429,6861.2066,498.3046,4283.8498853968895,-2646.497094022285,-4668.399540936212,-4549.830987043167,-2157.395350561677,-4668.399540936212,-43.012,-154.6311,2
5,STARLINK-5082,satellite,0,81,42.9999,63.7894,86.4417,322.5066,48.9483,6865.0107,487.0193,-1404.498658230984,5712.615726834471,3527.872158706722,5558.509316035275,-1926.0241709278257,3527.872158706722,31.109,-19.1112,6
6,STARLINK-5360,satellite,0,81,43.0217,63.8677,40.6261,326.6813,7.3074,6869.9487,484.6879,2425.158317752623,6392.189047109302,595.5432308179142,4047.4234236220054,-5509.976162386257,595.5432308179142,5.0094,-53.7004,4
7,STARLINK-5432,satellite,0,34,42.9812,52.7694,92.2299,185.0397,277.2695,6870.8478,507.289,4499.154985791308,-2326.1233698069395,-4649.830790561958,-4397.935301974307,-2512.252096701471,-4649.830790561958,-42.7311,-150.2635,3
8,STARLINK-5087,satellite,0,34,43.011,52.5289,67.2746,323.9266,31.2012,6867.6982,485.322,1507.4468560262164,6238.582439702344,2424.4518713478783,4417.286394904023,-4656.1666407143975,2424.4518713478783,20.8126,-46.5081,4
9,STARLINK-5084,satellite,0,34,42.993,52.4692,95.4965,321.1892,56.6856,6863.8244,487.6906,-1029.8044239542232,5541.379374705258,3908.52972933347,5211.118999798568,-2147.468578569402,3908.52972933347,34.9074,-22.3962,7
10,STARLINK-5418,satellite,0,34,42.9806,52.3606,92.9135,357.4328,90.3462,6861.1836,489.4871,-3998.0170899825052,3030.933064849809,4675.127563554242,4717.166489464577,1708.5187169195635,4675.127563554242,43.1579,19.91,14
11,STARLINK-5427,satellite,0,34,43.0111,52.6243,15.9697,313.7694,329.7392,6875.8585,497.7824,5616.599262809064,3180.3360605057364,-2362.7652177148093,-383.21153635795054,-6443.126077855582,-2362.7652177148093,-20.2214,-93.4037,2
12,STARLINK-5416,satellite,0,34,43.0252,52.5643,43.1374,326.1349,9.2724,6879.2515,494.3367,3480.05687408766,5877.558244872937,755.5388969827326,3042.082091907777,-6115.735713293423,755.5388969827326,6.3511,-63.5534,10
13,STARLINK-5078,satellite,0,34,42.986,52.765,97.469,180.3374,277.8063,6861.3809,497.8823,4526.195412531586,-2268.5498712386106,-4638.151733423543,-4364.305669327163,-2566.242283066327,-4638.151733423543,-42.6709,-149.5442,4
14,STARLINK-5407,satellite,0,34,42.9832,52.4081,104.8694,330.5438,75.4132,6861.7757,489.2116,-2793.5873593446995,4330.455289586815,4524.97450633436,5153.338336869179,-8.794040897523713,4524.97450633436,41.4625,-0.0978,19
15,STARLINK-5409,satellite,1,106,43.0082,52.6233,10.3195,315.2118,325.5313,6881.2424,504.5204,5705.506153679909,2778.6960367102993,-2655.7471621856403,-768.6684441512793,-6299.452433114714,-2655.7471621856403,-22.8356,-96.9569,4
16,STARLINK-5406,satellite,0,34,42.9843,52.7261,103.1992,183.8734,287.0726,6864.9345,499.4283,5043.314690313095,-1304.3124251151694,-4476.545180265853,-3835.998957860693,-3524.395829518778,-4476.545180265853,-40.8505,-137.4242,4
17,STARLINK-5400,satellite,0,34,43.0015,52.2224,101.6707,34.6002,136.2709,6870.1741,490.3853,-5780.967273631736,-1794.6069187905973,3235.8772090724424,1635.720859683214,5827.9167702507075,3235.8772090724424,28.2769,74.3222,5
18,STARLINK-5403,satellite,0,34,43.0193,52.6057,21.0368,328.501,349.5378,6874.841,491.0875,4826.615215038162,4812.624929175886,-850.9657274441794,1416.296319226946,-6667.209152194589,-850.9657274441794,-7.1605,-78.0071,5
19,STARLINK-5405,satellite,1,106,42.9967,52.662,93.0734,215.9505,309.0238,6878.719,507.7414,5735.425649594499,1073.1446191668347,-3644.9522216578885,-2216.558158797639,-5397.556547581585,-3644.9522216578885,-32.1523,-112.326,4
20,STARLINK-5359,satellite,0,34,43.0015,53.0755,97.9874,35.7141,133.7016,6879.3047,500.6358,-5758.251782757935,-1613.171728600352,3389.098004433559,1775.6698257914882,5710.234959208246,3389.098004433559,29.6954,72.7263,5
21,STARLINK-5411,satellite,0,34,43.0008,52.6538,66.4534,247.285,313.7384,6865.5308,493.0714,5763.816308216975,1572.8876833726986,-3383.249434709803,-1812.5084260836659,-5693.0103903602,-3383.249434709803,-29.6752,-107.6601,4
22,STARLINK-5398,satellite,0,34,43.0056,52.4955,81.339,321.9142,43.2531,6865.9826,486.402,314.9113957342511,6056.351794619402,3206.0865999066564,4912.496308992907,-3556.113926955099,3206.0865999066564,28.0117,-35.9005,4
23,STARLINK-5379,satellite,0,34,43.0173,52.5869,16.4847,326.4504,342.9351,6875.6182,493.3984,5161.439132073735,4321.304815280368,-1375.5143321841038,821.9004927552062,-6681.213123428717,-1375.5143321841038,-11.619,-82.9869,4
24,STARLINK-5401,satellite,0,34,43.0132,52.1813,120.6097,33.6794,154.2891,6868.4699,484.8925,-5509.8019603675775,-3548.865283790306,2030.5170534417794,15.82371004855574,6553.786085551064,2030.5170534417794,17.3155,89.8617,4
25,STARLINK-5397,satellite,0,34,43.0054,53.0623,104.1888,35.3403,139.5291,6881.074,500.8388,-5751.058859312165,-2219.2236660550525,3043.4884409430456,1263.044609879379,6033.601743296155,3043.4884409430456,26.4184,78.1767,4
