id,name,kind,shell_id,plane_id,inclination_deg,raan_deg,argp_deg,true_anomaly_deg,arg_of_lat_deg,semi_major_axis_km,altitude_km,eci_x_km,eci_y_km,eci_z_km,ecef_x_km,ecef_y_km,ecef_z_km,lat_deg,lon_deg,degree
0,STARLINK-5372,satellite,0,43,42.9937,63.8659,90.0257,325.9977,56.0234,6863.9425,487.3216,-2046.455654120799,5273.503176108671,3878.474377069602,5431.316591236569,-1580.701293246008,3878.474377069602,34.6033,-16.2268,9
1,STARLINK-5368,satellite,0,43,42.9851,63.8098,99.7593,333.8839,73.6432,6861.8464,488.9581,-3467.1358368484084,3857.58230306639,4486.543907164849,5170.633576631623,408.069298403076,4486.543907164849,41.037,4.5125,19
2,STARLINK-4659,satellite,0,43,43.0126,63.9261,65.2013,322.9867,28.1881,6868.0887,485.1443,529.3846990447933,6473.484171756936,2210.8336961449936,4818.339909635498,-4355.438668697347,2210.8336961449936,18.9072,-42.1114,4
3,STARLINK-5387,satellite,0,43,43.0219,63.9602,37.1199,327.1791,4.299,6867.5423,482.0745,2665.306530752856,6311.479366590661,350.8567302923804,3391.3224455126465,-5952.945721937636,350.8567302923804,2.95,-60.3303,9
4,STARLINK-5304,satellite,0,43,43.0136,64.005,16.3226,318.1474,334.4701,6868.4403,488.8325,4659.682935843279,4619.882205029663,-2018.3715720013847,835.8049820592973,-6508.255271799319,-2018.3715720013847,-17.1985,-82.682,4
5,STARLINK-5082,satellite,0,43,42.9914,63.6655,82.8728,34.9714,117.8441,6863.1012,488.2487,-5396.635994580905,-903.1476568364108,4135.321939241187,2563.3720660307,4834.095509932426,4135.321939241187,37.2529,62.0644,5
6,STARLINK-5360,satellite,0,43,42.9846,63.8034,97.738,338.4087,76.1468,6861.645,488.9155,-3645.558808301235,3623.5037202777526,4539.558449627529,5093.227602862406,692.0338294403737,4539.558449627529,41.6276,7.7376,19
7,STARLINK-5432,satellite,0,9,43.0181,52.6927,18.2105,327.6489,345.8594,6879.0535,496.1133,5016.373455713544,4557.482172231944,-1145.6296244522675,569.4330099261482,-6753.546656728292,-1145.6296244522675,-9.6531,-85.1804,3
8,STARLINK-5087,satellite,0,9,42.9829,52.4222,80.7297,19.3536,100.0832,6861.4177,489.2487,-4646.746805837317,2060.6501968167413,4603.24584463286,4460.875394768774,2437.032175320368,4603.24584463286,42.3415,28.6483,11
9,STARLINK-5084,satellite,0,9,42.9945,52.3439,90.8534,34.7341,125.5874,6864.1542,487.1908,-5668.25179289306,-667.6205528174438,3803.601766075496,2915.4970614439508,4906.594794242882,3803.601766075496,33.8458,59.2812,5
10,STARLINK-5418,satellite,0,9,43.0156,52.271,125.3949,33.8166,159.2115,6869.0147,484.6965,-5333.751921900997,-3983.9894911320853,1661.3614541403751,78.86497236266275,6656.9408999906045,1661.3614541403751,14.0963,89.3212,4
11,STARLINK-5427,satellite,0,9,43.0059,52.6081,75.5852,322.7902,38.3753,6874.6302,493.7875,792.4154273375691,6171.295507583146,2908.2049528954385,4418.502306070709,-4380.599025549626,2908.2049528954385,25.1891,-44.7532,4
12,STARLINK-5416,satellite,0,9,42.9881,52.4968,101.9198,336.0484,77.9682,6870.8819,498.6404,-3026.0673287028517,4126.7143209596725,4579.538917299074,5116.21648237927,-105.75192710847038,4579.538917299074,42.0031,-1.1841,18
13,STARLINK-5078,satellite,0,9,43.0232,52.689,19.9369,326.5957,346.5326,6869.6805,486.9586,4976.065445065193,4601.20153188489,-1090.7833770906825,628.6498679440882,-6748.116936903628,-1090.7833770906825,-9.1994,-84.6777,3
14,STARLINK-5407,satellite,0,9,43.0071,52.2954,109.7443,34.5575,144.3018,6867.1125,485.4881,-5723.3034095234725,-2617.480739502142,2730.434407168536,1400.714024986245,6135.585347734519,2730.434407168536,23.5846,77.1401,4
15,STARLINK-5409,satellite,0,9,43.0084,52.6077,71.4153,322.6511,34.0663,6881.2977,499.9601,1221.130276168097,6234.889582318895,2626.806128792668,4208.391416131689,-4759.668995183612,2626.806128792668,22.589,-48.5176,4
16,STARLINK-5406,satellite,0,9,43.0207,52.6678,23.5961,332.167,355.7632,6872.9861,488.569,4447.713792866195,5220.052463618015,-346.11504030031676,1441.2097126335177,-6704.775929916489,-346.11504030031676,-2.9073,-77.8687,5
17,STARLINK-5400,satellite,0,9,43.0135,52.2038,166.1231,38.855,204.9781,6872.7953,492.6971,-2140.0600709209803,-6220.026875383882,-1978.7083979293252,-3637.992395853668,5480.292215325655,-1978.7083979293252,-16.8407,123.5775,7
18,STARLINK-5403,satellite,0,9,42.9917,52.5721,92.0471,326.2136,58.2607,6868.601,492.7504,-1196.1723404602328,5462.234834204718,3980.3494513456703,5064.30634368797,-2370.577758556623,3980.3494513456703,35.6135,-25.0841,6
19,STARLINK-5405,satellite,1,100,43.0171,52.6373,52.1322,325.4103,17.5425,6883.2998,499.188,2774.4723679651756,6130.908750694347,1413.9907132324363,3181.5843813582296,-5929.861706164839,1413.9907132324363,11.9383,-61.7848,7
20,STARLINK-5359,satellite,1,100,43.0166,53.0552,169.2758,32.9892,202.265,6882.6299,501.7733,-2303.1028445853713,-6232.813838344697,-1777.969043712766,-3549.035447494671,5617.526007828063,-1777.969043712766,-15.0694,122.2838,6
21,STARLINK-5411,satellite,0,9,43.0159,52.6334,58.7134,323.7541,22.4675,6868.9008,485.3994,2324.66619741508,6203.504238908099,1789.0106667663215,3512.6548459724872,-5616.831286821872,1789.0106667663215,15.2024,-57.979,8
22,STARLINK-5398,satellite,0,9,42.9901,52.3751,81.2545,30.8947,112.1492,6862.5021,488.5124,-5258.497856396303,788.6361624155085,4331.251683092793,3822.7281897923267,3696.0108075276316,4331.251683092793,39.3399,44.0345,5
