u,v,distance_km,prop_delay_ms,delay_ms,kind,shell_id
0,199,101.448666894892,0.33839632781853374,0.33839632781853374,inter_plane,0
0,200,3205.2826801251435,10.691672170502514,10.691672170502514,intra_plane,0
0,313,3483.064696791857,11.618253241020017,11.618253241020017,intra_plane,0
1,53,1222.3625670038368,4.077362636667254,4.077362636667254,inter_plane,0
1,54,3690.0693596038027,12.30874647154667,12.30874647154667,intra_plane,0
1,259,1487.5776555285443,4.9620249470336715,4.9620249470336715,inter_plane,0
1,354,2808.6018306639435,9.368487284172918,9.368487284172918,inter_plane,0
2,130,3374.7286395458536,11.256883051894032,11.256883051894032,inter_plane,0
2,237,705.8309411072024,2.354398592332841,2.354398592332841,inter_plane,0
2,328,190.7874643087366,0.6363984790729345,0.6363984790729345,inter_plane,0
3,64,4172.945501948848,13.919447906687658,13.919447906687658,inter_plane,0
3,172,1334.442757399486,4.4512219096568675,4.4512219096568675,inter_plane,0
3,356,491.9017534945218,1.640807633307846,1.640807633307846,inter_plane,0
4,6,821.2087347114272,2.739257485628365,2.739257485628365,intra_plane,0
4,66,1106.4021284963594,3.6905602491719773,3.6905602491719773,inter_plane,0
4,165,526.2142202069668,1.7552617024373802,1.7552617024373802,inter_plane,0
4,360,1061.467094685626,3.540673110214221,3.540673110214221,inter_plane,0
5,6,2380.0183750325846,7.938886758227202,7.938886758227202,intra_plane,0
5,66,2100.925118154051,7.007931861161267,7.007931861161267,inter_plane,0
5,161,1049.575124368274,3.501005767023912,3.501005767023912,intra_plane,0
5,165,2784.1089089499505,9.286787691470046,9.286787691470046,inter_plane,0
6,66,299.58912779696726,0.9993217634479894,0.9993217634479894,inter_plane,0
6,165,506.89936350819835,1.6908342754513137,1.6908342754513137,inter_plane,0
7,38,3148.5090037468194,10.50229557058043,10.50229557058043,inter_plane,0
7,175,3598.0240883556025,12.001716495334925,12.001716495334925,inter_plane,0
7,272,1694.7371320131322,5.653034580386716,5.653034580386716,intra_plane,0
8,37,2536.875744323773,8.462106622854979,8.462106622854979,intra_plane,0
8,337,1453.8646289597875,4.849570394995686,4.849570394995686,inter_plane,0
8,338,2948.8745714465676,9.836386782774127,9.836386782774127,inter_plane,0
8,340,4547.528012776339,15.1689206696999,15.1689206696999,inter_plane,0
9,38,2778.90899679724,9.26944265154676,9.26944265154676,inter_plane,0
9,43,522.763339665339,1.7437508039823304,1.7437508039823304,inter_plane,0
9,176,1688.424107366236,5.631976596843661,5.631976596843661,inter_plane,0
10,41,1334.2143125934067,4.450459899806441,4.450459899806441,inter_plane,0
10,274,1102.248020295527,3.6767036357383187,3.6767036357383187,intra_plane,0
11,344,2172.0093837309737,7.245043448461181,7.245043448461181,intra_plane,0
11,351,347.28184434209214,1.1584075418671544,1.1584075418671544,intra_plane,0
12,281,3316.8444544784834,11.063802193711236,11.063802193711236,intra_plane,0
12,365,4601.57752325353,15.349210430282172,15.349210430282172,inter_plane,0
13,142,1226.5883688114925,4.091458394231828,4.091458394231828,inter_plane,0
13,205,600.7045070844318,2.003734553870704,2.003734553870704,inter_plane,0
13,245,3792.0712686757943,12.6489882166275,12.6489882166275,inter_plane,0
13,249,2356.7085134987133,7.861133429509802,7.861133429509802,intra_plane,0
14,183,4900.37979456519,16.34590752301444,16.34590752301444,inter_plane,0
14,203,1030.0312028041474,3.435814261892297,3.435814261892297,inter_plane,0
14,248,474.26934436929844,1.5819922473476584,1.5819922473476584,intra_plane,0
14,398,1317.0646064911962,4.39325463781746,4.39325463781746,inter_plane,0
15,36,3925.511699757238,13.094097583192832,13.094097583192832,inter_plane,0
15,56,1080.0452030170024,3.6026430091747086,3.6026430091747086,inter_plane,0
16,19,4574.771158807732,15.259794023263026,15.259794023263026,intra_plane,0
16,88,361.76834064317126,1.2067292921797628,1.2067292921797628,inter_plane,0
16,154,727.0758694730139,2.425264045411756,2.425264045411756,inter_plane,0
16,389,3708.4073950294774,12.369915573491436,12.369915573491436,inter_plane,0
17,85,503.77010525590975,1.6803961934756537,1.6803961934756537,inter_plane,0
17,389,1584.0146917671732,5.283704274398969,5.283704274398969,inter_plane,0
18,117,1081.5850900411413,3.607779519393851,3.607779519393851,inter_plane,0
18,318,632.9011211992862,2.1111308984273585,2.1111308984273585,intra_plane,0
18,320,1060.474414059273,3.537361884064718,3.537361884064718,intra_plane,0
18,388,4324.793136127552,14.425957093715654,14.425957093715654,inter_plane,0
19,154,3894.1332581179886,12.989430368251588,12.989430368251588,inter_plane,0
19,309,3619.202613874292,12.072360452357652,12.072360452357652,inter_plane,0
20,145,2406.179138604714,8.026149672533503,8.026149672533503,inter_plane,0
20,148,1325.8121755417283,4.422433387372702,4.422433387372702,intra_plane,0
20,228,1697.0328815730024,5.660692376634113,5.660692376634113,inter_plane,0
21,122,2007.675225044632,6.69688369893759,6.69688369893759,inter_plane,0
21,157,3346.4806833499156,11.162658012397083,11.162658012397083,intra_plane,0
21,217,378.4348670988251,1.2623228403525253,1.2623228403525253,inter_plane,0
21,263,831.2438494922304,2.7727310254490476,2.7727310254490476,intra_plane,0
22,31,2372.3967622313176,7.913463794447149,7.913463794447149,inter_plane,0
22,217,3759.247483030785,12.539499853030943,12.539499853030943,inter_plane,0
22,227,370.3578553187676,1.2353808290893282,1.2353808290893282,inter_plane,0
22,336,737.4243329968349,2.4597828041319003,2.4597828041319003,inter_plane,0
23,26,316.74219776960126,1.0565382461009118,1.0565382461009118,intra_plane,0
23,108,2496.2728830998904,8.326670056188973,8.326670056188973,inter_plane,0
23,133,3564.9782325378706,11.891487385376022,11.891487385376022,intra_plane,0
23,352,1027.3553836033511,3.4268886897860225,3.4268886897860225,inter_plane,0
24,109,192.02607145289937,0.6405300277864208,0.6405300277864208,inter_plane,0
24,133,1447.2950117966975,4.827656510947643,4.827656510947643,intra_plane,0
24,253,2732.8293810985197,9.115737598370536,9.115737598370536,intra_plane,0
24,255,876.2380123840248,2.922815397791044,2.922815397791044,inter_plane,0
26,352,711.3785705926736,2.372903492430999,2.372903492430999,inter_plane,0
26,353,2444.3822020486105,8.153581375448114,8.153581375448114,inter_plane,0
27,104,4288.41810226438,14.304623041131942,14.304623041131942,inter_plane,0
27,115,3462.193796839924,11.548635412435639,11.548635412435639,inter_plane,0
27,134,992.871573268787,3.3118630798536866,3.3118630798536866,inter_plane,0
27,291,1808.4877261690633,6.03246572056547,6.03246572056547,inter_plane,0
28,50,997.1881014125125,3.3262614679002787,3.3262614679002787,inter_plane,0
29,30,1373.104307273668,4.580182958684264,4.580182958684264,intra_plane,0
29,116,3181.0225045053794,10.610748935202965,10.610748935202965,inter_plane,0
29,136,1410.1745884001664,4.70383610651128,4.70383610651128,inter_plane,0
29,353,751.3814061667498,2.506338588967271,2.506338588967271,inter_plane,0
30,107,483.20264667686774,1.6117905363612175,1.6117905363612175,inter_plane,0
30,135,3928.67408282482,13.104646157658909,13.104646157658909,inter_plane,0
30,137,258.9224970914402,0.8636724846875242,0.8636724846875242,inter_plane,0
31,106,1373.3346364487845,4.580951254113219,4.580951254113219,inter_plane,0
31,156,1443.1741922373892,4.813910936469887,4.813910936469887,inter_plane,0
31,226,3633.1818825038185,12.11899027327705,12.11899027327705,inter_plane,0
32,126,4047.98838503094,13.502635830254745,13.502635830254745,inter_plane,0
32,280,317.28572830745054,1.0583512688216143,1.0583512688216143,intra_plane,0
32,362,2443.3225894827706,8.150046888380263,8.150046888380263,inter_plane,0
32,366,1726.7304159056223,5.759752688326877,5.759752688326877,inter_plane,0
33,122,3965.467647530718,13.227376278861286,13.227376278861286,intra_plane,0
33,123,1872.745871391037,6.246807821266262,6.246807821266262,intra_plane,0
33,263,4962.537869745439,16.553244544082023,16.553244544082023,inter_plane,0
33,383,601.618461822493,2.006783178723239,2.006783178723239,inter_plane,0
34,149,3781.1460289839606,12.612545539701205,12.612545539701205,inter_plane,0
34,378,2714.8304589880554,9.055699656687345,9.055699656687345,inter_plane,0
34,382,3980.383475768086,13.277130126362573,13.277130126362573,inter_plane,0
35,155,4946.570097344627,16.499981788549956,16.499981788549956,inter_plane,0
35,210,1322.195377471187,4.410369047613556,4.410369047613556,inter_plane,0
35,384,2062.419804090159,6.8794919587008385,6.8794919587008385,inter_plane,0
36,56,2923.050807749381,9.750247979051498,9.750247979051498,inter_plane,0
36,83,1984.0760198548844,6.618165223672453,6.618165223672453,inter_plane,0
37,170,1360.7542456961203,4.538987587526703,4.538987587526703,inter_plane,0
37,340,2118.3975357987815,7.066213572987155,7.066213572987155,inter_plane,0
38,39,3436.3845285615985,11.46254496022578,11.46254496022578,intra_plane,0
38,363,3407.504705287237,11.36621223902583,11.36621223902583,inter_plane,0
39,173,2571.959794197615,8.579134416375528,8.579134416375528,inter_plane,0
39,176,1014.8938082101305,3.3853213485781906,3.3853213485781906,inter_plane,0
39,363,619.2400588634666,2.065562499452427,2.065562499452427,inter_plane,0
40,95,2948.3962626535267,9.834791316376366,9.834791316376366,intra_plane,0
40,331,2566.7061436561676,8.561610124482076,8.561610124482076,intra_plane,0
40,333,2258.299356263818,7.532875814587097,7.532875814587097,inter_plane,0
40,359,4560.394035790301,15.21183710295441,15.21183710295441,inter_plane,0
