source,destination,success,hops,reason,delay_ms,path
945,935,True,5,reached destination,30.83246738461439,945 -> 542 -> 735 -> 784 -> 789 -> 935
1009,1088,True,7,reached destination,40.91706358460047,1009 -> 518 -> 667 -> 810 -> 809 -> 991 -> 599 -> 1088
867,924,True,9,reached destination,50.38006771390622,867 -> 684 -> 685 -> 737 -> 738 -> 739 -> 740 -> 940 -> 613 -> 924
1108,961,True,8,reached destination,41.87982931445812,1108 -> 518 -> 1093 -> 651 -> 719 -> 484 -> 985 -> 13 -> 961
1070,891,True,6,reached destination,30.745724441555716,1070 -> 383 -> 934 -> 548 -> 618 -> 625 -> 891
913,1062,True,8,reached destination,53.81820363249276,913 -> 85 -> 331 -> 127 -> 118 -> 174 -> 388 -> 147 -> 1062
865,1018,True,10,reached destination,54.40718398238619,865 -> 675 -> 861 -> 658 -> 541 -> 830 -> 783 -> 788 -> 732 -> 782 -> 1018
1051,1015,True,2,reached destination,5.998751525139842,1051 -> 344 -> 1015
1051,860,True,6,reached destination,35.22852836001683,1051 -> 732 -> 991 -> 809 -> 810 -> 667 -> 860
977,1077,True,2,reached destination,11.020406540530097,977 -> 388 -> 1077
1022,919,True,2,reached destination,9.048133104770296,1022 -> 613 -> 919
1088,1030,True,5,reached destination,35.91024781382511,1088 -> 376 -> 69 -> 2 -> 372 -> 1030
1107,873,True,2,reached destination,5.131312193423687,1107 -> 179 -> 873
1030,1108,True,6,reached destination,42.58451648060797,1030 -> 677 -> 675 -> 550 -> 743 -> 742 -> 1108
967,1058,True,2,reached destination,8.193097536161481,967 -> 185 -> 1058
1072,971,False,0,no graph path,inf,1072
954,1058,True,3,reached destination,14.119145673074168,954 -> 309 -> 312 -> 1058
957,1000,True,2,reached destination,8.095107843131494,957 -> 71 -> 1000
933,1027,True,8,reached destination,54.40085217357214,933 -> 157 -> 129 -> 83 -> 60 -> 285 -> 897 -> 469 -> 1027
979,916,True,2,reached destination,9.58002659516755,979 -> 613 -> 916
1026,953,True,2,reached destination,7.64204319154757,1026 -> 307 -> 953
