source,destination,success,hops,reason,path
1046,882,False,50,maximum hops reached,1046 -> 10 -> 875 -> 397 -> 1085 -> 140 -> 905 -> 417 -> 908 -> 190 -> 192 -> 402 -> 307 -> 410 -> 435 -> 179 -> 356 -> 6 -> 113 -> 45 -> 188 -> 599 -> 71 -> 642 -> 147 -> 577 -> 388 -> 501 -> 335 -> 343 -> 383 -> 176 -> 348 -> 37 -> 782 -> 939 -> 319 -> 613 -> 316 -> 732 -> 586 -> 344 -> 761 -> 634 -> 371 -> 669 -> 196 -> 1022 -> 329 -> 1017 -> 53
1036,1019,False,0,no reachable relay,1036
1065,925,False,3,no reachable relay,1065 -> 252 -> 1076 -> 208
998,928,False,0,no reachable relay,998
1019,1059,False,0,no reachable relay,1019
921,1026,False,0,no reachable relay,921
1064,980,False,0,no reachable relay,1064
955,1048,False,0,no reachable relay,955
1084,1101,False,0,no reachable relay,1084
974,1088,False,0,no reachable relay,974
945,909,False,50,maximum hops reached,945 -> 163 -> 1090 -> 430 -> 1020 -> 125 -> 712 -> 128 -> 149 -> 781 -> 283 -> 375 -> 354 -> 61 -> 390 -> 48 -> 115 -> 89 -> 284 -> 27 -> 8 -> 151 -> 282 -> 403 -> 110 -> 92 -> 197 -> 347 -> 109 -> 121 -> 56 -> 311 -> 780 -> 798 -> 407 -> 82 -> 855 -> 198 -> 474 -> 114 -> 799 -> 183 -> 465 -> 776 -> 574 -> 711 -> 572 -> 639 -> 807 -> 895 -> 293
977,889,False,0,no reachable relay,977
1064,1062,False,0,no reachable relay,1064
988,1075,False,50,maximum hops reached,988 -> 369 -> 6 -> 1011 -> 383 -> 939 -> 348 -> 903 -> 179 -> 908 -> 410 -> 905 -> 402 -> 1017 -> 319 -> 1085 -> 190 -> 142 -> 10 -> 316 -> 397 -> 329 -> 140 -> 45 -> 417 -> 389 -> 188 -> 207 -> 71 -> 713 -> 335 -> 669 -> 1044 -> 147 -> 635 -> 113 -> 55 -> 586 -> 12 -> 761 -> 942 -> 53 -> 809 -> 388 -> 353 -> 782 -> 281 -> 663 -> 979 -> 307 -> 715
905,880,False,50,maximum hops reached,905 -> 192 -> 830 -> 344 -> 889 -> 185 -> 634 -> 357 -> 397 -> 268 -> 538 -> 222 -> 343 -> 560 -> 435 -> 783 -> 307 -> 726 -> 356 -> 834 -> 886 -> 376 -> 767 -> 983 -> 37 -> 788 -> 227 -> 493 -> 948 -> 218 -> 514 -> 583 -> 529 -> 771 -> 500 -> 753 -> 1097 -> 373 -> 732 -> 870 -> 47 -> 599 -> 602 -> 959 -> 176 -> 1015 -> 312 -> 613 -> 1026 -> 140 -> 1028
864,896,False,0,no reachable relay,864
951,1056,True,2,reached destination,951 -> 176 -> 1056
981,946,False,0,no reachable relay,981
1074,975,False,50,maximum hops reached,1074 -> 225 -> 316 -> 577 -> 45 -> 397 -> 207 -> 402 -> 142 -> 6 -> 569 -> 348 -> 1011 -> 319 -> 939 -> 383 -> 813 -> 179 -> 12 -> 410 -> 318 -> 190 -> 567 -> 10 -> 389 -> 140 -> 635 -> 903 -> 353 -> 713 -> 107 -> 809 -> 908 -> 329 -> 642 -> 55 -> 501 -> 715 -> 307 -> 669 -> 857 -> 417 -> 479 -> 599 -> 53 -> 905 -> 188 -> 1085 -> 71 -> 1017 -> 147
994,1088,False,50,maximum hops reached,994 -> 343 -> 830 -> 344 -> 889 -> 185 -> 886 -> 357 -> 538 -> 268 -> 634 -> 222 -> 192 -> 560 -> 435 -> 783 -> 307 -> 376 -> 767 -> 983 -> 356 -> 834 -> 948 -> 373 -> 788 -> 309 -> 514 -> 726 -> 529 -> 771 -> 500 -> 583 -> 732 -> 657 -> 613 -> 870 -> 218 -> 959 -> 47 -> 599 -> 602 -> 1015 -> 37 -> 1028 -> 312 -> 1026 -> 176 -> 940 -> 196 -> 1049 -> 397
1037,900,False,0,no reachable relay,1037
1083,865,True,2,reached destination,1083 -> 250 -> 865
905,1035,False,50,maximum hops reached,905 -> 192 -> 222 -> 343 -> 830 -> 344 -> 889 -> 185 -> 634 -> 357 -> 397 -> 268 -> 732 -> 376 -> 435 -> 783 -> 307 -> 373 -> 356 -> 834 -> 886 -> 37 -> 767 -> 983 -> 218 -> 788 -> 47 -> 514 -> 309 -> 529 -> 726 -> 176 -> 948 -> 196 -> 538 -> 312 -> 500 -> 560 -> 613 -> 870 -> 140 -> 959 -> 113 -> 1015 -> 417 -> 1026 -> 10 -> 940 -> 314 -> 1028 -> 258
884,1102,False,0,no reachable relay,884
1034,945,True,2,reached destination,1034 -> 13 -> 945
1016,889,False,0,no reachable relay,1016
1081,980,False,0,no reachable relay,1081
1105,971,False,0,no reachable relay,1105
957,863,False,0,no reachable relay,957
925,989,False,0,no reachable relay,925
1011,1068,False,3,no reachable relay,1011 -> 207 -> 903 -> 389
933,1106,False,0,no reachable relay,933
1080,1058,False,50,maximum hops reached,1080 -> 343 -> 47 -> 435 -> 222 -> 37 -> 357 -> 356 -> 268 -> 176 -> 185 -> 314 -> 344 -> 886 -> 218 -> 834 -> 196 -> 373 -> 192 -> 312 -> 307 -> 376 -> 258 -> 602 -> 113 -> 852 -> 514 -> 244 -> 529 -> 309 -> 493 -> 783 -> 727 -> 500 -> 527 -> 788 -> 740 -> 767 -> 530 -> 732 -> 726 -> 613 -> 657 -> 538 -> 819 -> 983 -> 297 -> 948 -> 174 -> 959 -> 140
1020,918,False,50,maximum hops reached,1020 -> 299 -> 52 -> 307 -> 1026 -> 192 -> 889 -> 343 -> 1066 -> 435 -> 999 -> 356 -> 940 -> 176 -> 538 -> 113 -> 344 -> 140 -> 185 -> 397 -> 268 -> 10 -> 357 -> 417 -> 514 -> 188 -> 500 -> 1072 -> 37 -> 599 -> 196 -> 732 -> 1087 -> 71 -> 529 -> 914 -> 190 -> 788 -> 388 -> 634 -> 218 -> 613 -> 1049 -> 314 -> 501 -> 222 -> 1015 -> 258 -> 767 -> 147 -> 834
1095,989,False,0,no reachable relay,1095
878,915,False,0,no reachable relay,878
1074,967,False,50,maximum hops reached,1074 -> 225 -> 319 -> 192 -> 830 -> 634 -> 222 -> 886 -> 357 -> 889 -> 185 -> 983 -> 268 -> 948 -> 344 -> 560 -> 343 -> 583 -> 834 -> 959 -> 376 -> 767 -> 785 -> 788 -> 238 -> 783 -> 870 -> 373 -> 538 -> 541 -> 514 -> 1015 -> 435 -> 1028 -> 47 -> 1026 -> 307 -> 1049 -> 312 -> 940 -> 218 -> 999 -> 356 -> 1087 -> 37 -> 1066 -> 397 -> 1072 -> 176 -> 1056 -> 140
942,1031,True,2,reached destination,942 -> 335 -> 1031
1003,1062,False,0,no reachable relay,1003
937,1097,False,0,no reachable relay,937
1092,1038,False,26,no reachable relay,1092 -> 34 -> 423 -> 1020 -> 66 -> 932 -> 288 -> 891 -> 430 -> 1090 -> 65 -> 796 -> 40 -> 414 -> 300 -> 125 -> 135 -> 508 -> 137 -> 349 -> 271 -> 324 -> 90 -> 172 -> 131 -> 273 -> 750
1083,1090,False,13,no reachable relay,1083 -> 354 -> 895 -> 56 -> 879 -> 151 -> 1079 -> 109 -> 883 -> 27 -> 1098 -> 407 -> 1076 -> 231
965,894,True,3,reached destination,965 -> 369 -> 439 -> 894
958,1030,False,0,no reachable relay,958
1027,1008,False,50,maximum hops reached,1027 -> 89 -> 1076 -> 208 -> 607 -> 37 -> 10 -> 875 -> 140 -> 1085 -> 397 -> 905 -> 417 -> 908 -> 190 -> 493 -> 410 -> 307 -> 402 -> 176 -> 179 -> 356 -> 383 -> 113 -> 6 -> 435 -> 188 -> 599 -> 71 -> 642 -> 147 -> 577 -> 388 -> 348 -> 192 -> 319 -> 343 -> 335 -> 501 -> 371 -> 761 -> 344 -> 782 -> 1022 -> 316 -> 613 -> 329 -> 1017 -> 53 -> 1044 -> 334
1103,875,False,0,no reachable relay,1103
996,1051,False,50,maximum hops reached,996 -> 307 -> 357 -> 140 -> 185 -> 886 -> 344 -> 785 -> 268 -> 538 -> 222 -> 192 -> 376 -> 343 -> 373 -> 435 -> 783 -> 218 -> 834 -> 889 -> 47 -> 767 -> 312 -> 788 -> 309 -> 514 -> 602 -> 529 -> 830 -> 356 -> 726 -> 176 -> 983 -> 37 -> 771 -> 500 -> 560 -> 732 -> 657 -> 613 -> 948 -> 196 -> 959 -> 113 -> 870 -> 314 -> 1015 -> 397 -> 1049 -> 10 -> 1026
1034,899,False,3,no reachable relay,1034 -> 146 -> 346 -> 59
998,1034,False,0,no reachable relay,998
955,1062,False,0,no reachable relay,955
978,911,False,0,no reachable relay,978
1039,1037,False,0,no reachable relay,1039
1034,1100,False,50,maximum hops reached,1034 -> 265 -> 334 -> 307 -> 1066 -> 435 -> 1072 -> 356 -> 1026 -> 343 -> 335 -> 192 -> 831 -> 176 -> 538 -> 113 -> 344 -> 140 -> 185 -> 397 -> 37 -> 10 -> 218 -> 417 -> 268 -> 388 -> 500 -> 371 -> 613 -> 999 -> 196 -> 732 -> 314 -> 402 -> 529 -> 940 -> 188 -> 514 -> 71 -> 788 -> 147 -> 493 -> 190 -> 767 -> 782 -> 834 -> 410 -> 692 -> 599 -> 258 -> 501
1055,909,False,0,no reachable relay,1055
1087,1048,False,50,maximum hops reached,1087 -> 192 -> 713 -> 307 -> 1066 -> 343 -> 809 -> 435 -> 1072 -> 397 -> 767 -> 140 -> 788 -> 10 -> 357 -> 417 -> 634 -> 371 -> 356 -> 914 -> 402 -> 344 -> 190 -> 185 -> 599 -> 875 -> 176 -> 642 -> 268 -> 732 -> 947 -> 113 -> 538 -> 410 -> 514 -> 179 -> 500 -> 635 -> 501 -> 222 -> 529 -> 951 -> 188 -> 834 -> 71 -> 1085 -> 6 -> 613 -> 995 -> 37 -> 577
885,864,False,12,no reachable relay,885 -> 62 -> 1083 -> 252 -> 63 -> 238 -> 963 -> 69 -> 954 -> 266 -> 1004 -> 298 -> 830
1104,898,False,0,no reachable relay,1104
1102,957,False,0,no reachable relay,1102
1080,995,True,2,reached destination,1080 -> 113 -> 995
1004,1028,True,2,reached destination,1004 -> 47 -> 1028
969,913,False,50,maximum hops reached,969 -> 49 -> 263 -> 56 -> 895 -> 151 -> 448 -> 27 -> 491 -> 109 -> 593 -> 197 -> 128 -> 283 -> 85 -> 354 -> 54 -> 390 -> 200 -> 115 -> 199 -> 736 -> 1079 -> 407 -> 781 -> 403 -> 695 -> 711 -> 563 -> 879 -> 110 -> 626 -> 159 -> 799 -> 331 -> 664 -> 15 -> 465 -> 231 -> 574 -> 684 -> 780 -> 850 -> 815 -> 717 -> 691 -> 849 -> 855 -> 447 -> 572 -> 1098
921,1052,False,0,no reachable relay,921
925,931,False,0,no reachable relay,925
968,1067,False,0,no reachable relay,968
920,902,False,0,no reachable relay,920
1079,955,False,50,maximum hops reached,1079 -> 263 -> 1076 -> 208 -> 181 -> 268 -> 307 -> 357 -> 356 -> 222 -> 343 -> 889 -> 192 -> 1026 -> 435 -> 940 -> 344 -> 190 -> 185 -> 176 -> 376 -> 37 -> 788 -> 196 -> 514 -> 314 -> 529 -> 999 -> 218 -> 140 -> 767 -> 113 -> 834 -> 417 -> 493 -> 538 -> 852 -> 397 -> 783 -> 10 -> 740 -> 500 -> 870 -> 47 -> 732 -> 312 -> 613 -> 373 -> 599 -> 602 -> 634
1022,979,True,1,reached destination,1022 -> 979
927,945,False,0,no reachable relay,927
1079,996,True,6,reached destination,1079 -> 263 -> 1076 -> 208 -> 419 -> 363 -> 996
926,951,True,2,reached destination,926 -> 113 -> 951
927,963,False,0,no reachable relay,927
915,1098,False,0,no reachable relay,915
1107,1034,False,0,no reachable relay,1107
949,1050,False,0,no reachable relay,949
1040,886,True,2,reached destination,1040 -> 356 -> 886
945,935,False,50,maximum hops reached,945 -> 249 -> 53 -> 10 -> 875 -> 397 -> 1085 -> 140 -> 905 -> 417 -> 908 -> 190 -> 192 -> 402 -> 307 -> 410 -> 435 -> 179 -> 356 -> 6 -> 113 -> 642 -> 71 -> 599 -> 188 -> 634 -> 383 -> 176 -> 348 -> 343 -> 319 -> 501 -> 335 -> 577 -> 147 -> 538 -> 388 -> 669 -> 37 -> 782 -> 939 -> 316 -> 613 -> 329 -> 1022 -> 371 -> 761 -> 344 -> 586 -> 732 -> 663
1009,1088,False,0,no reachable relay,1009
867,924,False,0,no reachable relay,867
1108,961,False,0,no reachable relay,1108
1070,891,False,0,no reachable relay,1070
913,1062,False,0,no reachable relay,913
865,1018,False,3,no reachable relay,865 -> 304 -> 1109 -> 365
1051,1015,False,0,no reachable relay,1051
1051,860,False,0,no reachable relay,1051
977,1077,False,0,no reachable relay,977
1022,919,False,50,maximum hops reached,1022 -> 343 -> 889 -> 435 -> 1026 -> 192 -> 999 -> 344 -> 188 -> 37 -> 788 -> 196 -> 732 -> 218 -> 307 -> 268 -> 356 -> 357 -> 176 -> 185 -> 113 -> 514 -> 314 -> 529 -> 940 -> 140 -> 493 -> 599 -> 47 -> 500 -> 870 -> 222 -> 613 -> 376 -> 538 -> 852 -> 397 -> 834 -> 417 -> 767 -> 388 -> 1015 -> 258 -> 501 -> 740 -> 10 -> 783 -> 692 -> 634 -> 727 -> 1049
1088,1030,False,0,no reachable relay,1088
1107,873,False,0,no reachable relay,1107
1030,1108,False,4,no reachable relay,1030 -> 256 -> 72 -> 124 -> 393
967,1058,False,0,no reachable relay,967
1072,971,False,12,no reachable relay,1072 -> 192 -> 889 -> 357 -> 886 -> 222 -> 983 -> 185 -> 948 -> 376 -> 959 -> 268 -> 560
954,1058,False,50,maximum hops reached,954 -> 47 -> 343 -> 312 -> 435 -> 222 -> 37 -> 357 -> 356 -> 268 -> 176 -> 185 -> 314 -> 344 -> 886 -> 218 -> 834 -> 196 -> 373 -> 192 -> 376 -> 307 -> 602 -> 113 -> 852 -> 514 -> 244 -> 529 -> 309 -> 493 -> 783 -> 727 -> 500 -> 527 -> 788 -> 740 -> 767 -> 258 -> 983 -> 297 -> 732 -> 530 -> 613 -> 726 -> 692 -> 948 -> 174 -> 959 -> 140 -> 870 -> 388
957,1000,False,0,no reachable relay,957
933,1027,False,0,no reachable relay,933
979,916,False,50,maximum hops reached,979 -> 435 -> 889 -> 343 -> 1026 -> 192 -> 940 -> 344 -> 999 -> 356 -> 268 -> 307 -> 47 -> 37 -> 788 -> 196 -> 185 -> 176 -> 357 -> 113 -> 514 -> 314 -> 529 -> 870 -> 218 -> 140 -> 493 -> 599 -> 258 -> 500 -> 1015 -> 397 -> 834 -> 388 -> 732 -> 244 -> 613 -> 222 -> 692 -> 767 -> 740 -> 10 -> 852 -> 538 -> 727 -> 634 -> 602 -> 1049 -> 417 -> 783 -> 819
1026,953,False,50,maximum hops reached,1026 -> 397 -> 767 -> 140 -> 783 -> 10 -> 538 -> 417 -> 634 -> 113 -> 642 -> 37 -> 402 -> 307 -> 713 -> 192 -> 190 -> 343 -> 410 -> 435 -> 6 -> 356 -> 809 -> 176 -> 577 -> 344 -> 179 -> 732 -> 383 -> 599 -> 1066 -> 188 -> 500 -> 348 -> 613 -> 875 -> 71 -> 529 -> 319 -> 501 -> 1072 -> 147 -> 514 -> 782 -> 788 -> 586 -> 834 -> 999 -> 388 -> 1085 -> 196
950,932,False,0,no reachable relay,950
988,1033,True,2,reached destination,988 -> 102 -> 1033
961,863,False,3,no reachable relay,961 -> 276 -> 7 -> 355
992,1078,False,0,no reachable relay,992
996,902,True,2,reached destination,996 -> 174 -> 902
970,1032,False,0,no reachable relay,970
1085,1017,True,2,reached destination,1085 -> 188 -> 1017
1055,1057,False,0,no reachable relay,1055
875,1014,False,50,maximum hops reached,875 -> 383 -> 1011 -> 6 -> 939 -> 348 -> 903 -> 179 -> 908 -> 319 -> 1017 -> 410 -> 30 -> 402 -> 107 -> 190 -> 142 -> 10 -> 316 -> 397 -> 329 -> 140 -> 45 -> 417 -> 389 -> 188 -> 207 -> 71 -> 635 -> 147 -> 713 -> 335 -> 669 -> 905 -> 53 -> 809 -> 388 -> 55 -> 586 -> 281 -> 761 -> 1085 -> 113 -> 353 -> 782 -> 715 -> 307 -> 663 -> 942 -> 371 -> 577
898,924,False,0,no reachable relay,898
998,1060,False,0,no reachable relay,998
1044,956,False,29,no reachable relay,1044 -> 316 -> 156 -> 150 -> 355 -> 391 -> 59 -> 180 -> 690 -> 401 -> 393 -> 317 -> 255 -> 404 -> 808 -> 230 -> 485 -> 330 -> 615 -> 277 -> 671 -> 667 -> 651 -> 446 -> 472 -> 853 -> 291 -> 518 -> 770 -> 687
881,892,False,0,no reachable relay,881
889,1021,False,7,no reachable relay,889 -> 222 -> 379 -> 365 -> 229 -> 232 -> 1109 -> 17
874,1096,False,0,no reachable relay,874
911,1002,False,0,no reachable relay,911
961,1035,False,50,maximum hops reached,961 -> 265 -> 334 -> 192 -> 222 -> 343 -> 830 -> 344 -> 889 -> 185 -> 634 -> 357 -> 397 -> 268 -> 732 -> 376 -> 435 -> 783 -> 307 -> 373 -> 356 -> 834 -> 886 -> 37 -> 767 -> 983 -> 218 -> 788 -> 47 -> 514 -> 309 -> 529 -> 726 -> 176 -> 948 -> 196 -> 538 -> 312 -> 500 -> 560 -> 613 -> 870 -> 140 -> 959 -> 113 -> 1015 -> 417 -> 1026 -> 10 -> 940 -> 314
