source,destination,success,hops,reason,delay_ms,path
4174,4294,True,11,reached destination,50.84200556840751,4174 -> 1195 -> 56 -> 1189 -> 4160 -> 1265 -> 4252 -> 2627 -> 2641 -> 2628 -> 484 -> 4294
4088,4259,True,8,reached destination,49.002873256415,4088 -> 3318 -> 3557 -> 3289 -> 3284 -> 3287 -> 4253 -> 110 -> 4259
4214,4177,True,2,reached destination,7.978307068190111,4214 -> 1676 -> 4177
4313,4128,True,6,reached destination,24.966967639179487,4313 -> 1084 -> 2331 -> 1289 -> 2341 -> 2339 -> 4128
4171,4197,True,2,reached destination,5.75530488189159,4171 -> 1154 -> 4197
4218,4265,True,2,reached destination,9.648705075167467,4218 -> 520 -> 4265
4232,4192,True,2,reached destination,3.6347440257125645,4232 -> 2522 -> 4192
4297,4096,True,2,reached destination,12.218262725874435,4297 -> 1676 -> 4096
4169,4228,True,2,reached destination,6.197763241868432,4169 -> 2522 -> 4228
4312,4165,True,9,reached destination,25.838302078189923,4312 -> 668 -> 675 -> 473 -> 674 -> 478 -> 468 -> 670 -> 1477 -> 4165
4270,4140,True,2,reached destination,11.578719307679542,4270 -> 3468 -> 4140
4133,4232,True,6,reached destination,48.45400770827716,4133 -> 1935 -> 1934 -> 1932 -> 1936 -> 733 -> 4232
4236,4116,True,3,reached destination,19.149915957661786,4236 -> 2917 -> 2922 -> 4116
4111,4240,True,2,reached destination,4.1626343894822995,4111 -> 271 -> 4240
4273,4102,True,2,reached destination,7.612769157297173,4273 -> 1768 -> 4102
4263,4221,True,6,reached destination,37.012915111397014,4263 -> 3287 -> 3284 -> 3289 -> 3557 -> 3318 -> 4221
4209,4282,True,2,reached destination,4.11317852370862,4209 -> 514 -> 4282
4120,4102,True,2,reached destination,4.620767240030415,4120 -> 2407 -> 4102
4236,4099,True,11,reached destination,43.429252984684595,4236 -> 2911 -> 2920 -> 3820 -> 3975 -> 3877 -> 2959 -> 2956 -> 3863 -> 3860 -> 3019 -> 4099
4201,4310,True,7,reached destination,30.53630530630398,4201 -> 2516 -> 4251 -> 3168 -> 3470 -> 3150 -> 3635 -> 4310
4323,4114,True,6,reached destination,34.66978454655595,4323 -> 935 -> 934 -> 1627 -> 931 -> 930 -> 4114
