source,destination,success,hops,reason,path
49,8,False,50,maximum hops reached,49 -> 941 -> 90 -> 808 -> 1127 -> 386 -> 742 -> 434 -> 1028 -> 139 -> 958 -> 78 -> 814 -> 227 -> 882 -> 196 -> 452 -> 58 -> 575 -> 45 -> 751 -> 138 -> 796 -> 978 -> 182 -> 644 -> 251 -> 638 -> 17 -> 851 -> 83 -> 444 -> 120 -> 678 -> 265 -> 508 -> 5 -> 1142 -> 80 -> 1116 -> 112 -> 1067 -> 203 -> 1105 -> 211 -> 908 -> 198 -> 798 -> 70 -> 818 -> 210
104,24,False,43,no reachable relay,104 -> 771 -> 11 -> 540 -> 670 -> 977 -> 204 -> 457 -> 37 -> 554 -> 174 -> 889 -> 188 -> 893 -> 394 -> 997 -> 256 -> 1089 -> 403 -> 417 -> 279 -> 740 -> 281 -> 1102 -> 180 -> 462 -> 124 -> 825 -> 190 -> 715 -> 285 -> 1114 -> 280 -> 972 -> 46 -> 1040 -> 106 -> 595 -> 199 -> 653 -> 223 -> 445 -> 181 -> 1004
71,78,True,4,reached destination,71 -> 720 -> 885 -> 1028 -> 78
200,222,False,0,no reachable relay,200
296,228,True,4,reached destination,296 -> 632 -> 365 -> 898 -> 228
208,296,True,4,reached destination,208 -> 1142 -> 500 -> 1047 -> 296
100,284,True,2,reached destination,100 -> 660 -> 284
88,265,True,2,reached destination,88 -> 953 -> 265
204,96,True,6,reached destination,204 -> 578 -> 79 -> 503 -> 519 -> 907 -> 96
61,130,True,3,reached destination,61 -> 703 -> 845 -> 130
50,136,True,4,reached destination,50 -> 490 -> 765 -> 896 -> 136
115,47,True,2,reached destination,115 -> 966 -> 47
160,151,True,3,reached destination,160 -> 474 -> 1006 -> 151
59,208,True,5,reached destination,59 -> 1150 -> 330 -> 92 -> 637 -> 208
134,62,True,4,reached destination,134 -> 764 -> 33 -> 1076 -> 62
173,113,False,50,maximum hops reached,173 -> 968 -> 270 -> 461 -> 1010 -> 97 -> 834 -> 284 -> 1035 -> 201 -> 1023 -> 41 -> 1079 -> 219 -> 1097 -> 414 -> 1054 -> 421 -> 335 -> 370 -> 835 -> 719 -> 832 -> 399 -> 772 -> 172 -> 983 -> 189 -> 803 -> 86 -> 802 -> 237 -> 1020 -> 1042 -> 616 -> 261 -> 598 -> 257 -> 739 -> 157 -> 1073 -> 136 -> 455 -> 153 -> 964 -> 290 -> 810 -> 218 -> 1092 -> 71 -> 787
30,62,True,7,reached destination,30 -> 1085 -> 223 -> 948 -> 196 -> 1080 -> 1060 -> 62
115,203,True,2,reached destination,115 -> 1115 -> 203
166,60,True,5,reached destination,166 -> 800 -> 336 -> 395 -> 520 -> 60
160,59,True,3,reached destination,160 -> 873 -> 897 -> 59
263,164,True,3,reached destination,263 -> 1137 -> 1082 -> 164
271,183,True,3,reached destination,271 -> 490 -> 720 -> 183
172,168,False,50,maximum hops reached,172 -> 1091 -> 296 -> 996 -> 287 -> 446 -> 218 -> 1047 -> 392 -> 659 -> 456 -> 105 -> 856 -> 290 -> 720 -> 189 -> 994 -> 397 -> 125 -> 597 -> 71 -> 777 -> 854 -> 81 -> 823 -> 153 -> 1042 -> 219 -> 749 -> 97 -> 779 -> 86 -> 950 -> 276 -> 1021 -> 28 -> 557 -> 68 -> 680 -> 149 -> 658 -> 159 -> 787 -> 96 -> 512 -> 129 -> 490 -> 35 -> 623 -> 216 -> 591
283,259,False,50,maximum hops reached,283 -> 1063 -> 478 -> 112 -> 704 -> 50 -> 778 -> 62 -> 1061 -> 197 -> 918 -> 145 -> 1056 -> 203 -> 1060 -> 126 -> 937 -> 358 -> 426 -> 413 -> 364 -> 954 -> 342 -> 953 -> 80 -> 687 -> 67 -> 620 -> 162 -> 995 -> 254 -> 962 -> 138 -> 454 -> 45 -> 531 -> 68 -> 587 -> 299 -> 584 -> 47 -> 901 -> 88 -> 1124 -> 179 -> 1115 -> 215 -> 618 -> 53 -> 959 -> 253
119,266,False,0,no reachable relay,119
127,12,False,0,no reachable relay,127
115,174,True,4,reached destination,115 -> 939 -> 123 -> 496 -> 174
136,186,True,3,reached destination,136 -> 1133 -> 613 -> 186
41,221,True,2,reached destination,41 -> 1013 -> 221
43,243,False,50,maximum hops reached,43 -> 1155 -> 717 -> 979 -> 1093 -> 301 -> 371 -> 1009 -> 289 -> 970 -> 125 -> 757 -> 111 -> 558 -> 86 -> 871 -> 383 -> 1098 -> 314 -> 730 -> 952 -> 1078 -> 73 -> 572 -> 312 -> 632 -> 840 -> 185 -> 783 -> 108 -> 815 -> 105 -> 465 -> 219 -> 649 -> 183 -> 936 -> 272 -> 793 -> 238 -> 1030 -> 262 -> 701 -> 287 -> 477 -> 296 -> 1011 -> 31 -> 855 -> 261 -> 1088
217,93,True,3,reached destination,217 -> 842 -> 729 -> 93
34,182,True,4,reached destination,34 -> 1111 -> 621 -> 1031 -> 182
172,207,False,50,maximum hops reached,172 -> 809 -> 714 -> 33 -> 980 -> 271 -> 519 -> 278 -> 688 -> 325 -> 375 -> 318 -> 65 -> 852 -> 114 -> 485 -> 384 -> 828 -> 596 -> 258 -> 630 -> 1062 -> 216 -> 1094 -> 700 -> 44 -> 1101 -> 341 -> 841 -> 436 -> 883 -> 283 -> 1110 -> 35 -> 920 -> 240 -> 789 -> 104 -> 907 -> 159 -> 990 -> 156 -> 718 -> 187 -> 534 -> 103 -> 566 -> 4 -> 686 -> 246 -> 744
110,145,True,6,reached destination,110 -> 561 -> 27 -> 822 -> 575 -> 778 -> 145
280,270,True,6,reached destination,280 -> 825 -> 135 -> 648 -> 1026 -> 1120 -> 270
270,255,True,6,reached destination,270 -> 873 -> 69 -> 1128 -> 894 -> 1132 -> 255
284,97,True,2,reached destination,284 -> 1023 -> 97
223,23,True,4,reached destination,223 -> 961 -> 487 -> 645 -> 23
179,172,True,5,reached destination,179 -> 1061 -> 432 -> 149 -> 823 -> 172
245,282,False,50,maximum hops reached,245 -> 544 -> 187 -> 764 -> 382 -> 988 -> 590 -> 64 -> 1148 -> 396 -> 862 -> 795 -> 167 -> 1133 -> 32 -> 664 -> 660 -> 154 -> 563 -> 164 -> 643 -> 257 -> 690 -> 239 -> 593 -> 130 -> 525 -> 57 -> 1082 -> 161 -> 887 -> 422 -> 471 -> 205 -> 607 -> 157 -> 872 -> 225 -> 922 -> 49 -> 917 -> 66 -> 929 -> 100 -> 499 -> 242 -> 552 -> 214 -> 816 -> 267 -> 733
227,130,True,4,reached destination,227 -> 572 -> 312 -> 607 -> 130
266,199,True,3,reached destination,266 -> 811 -> 889 -> 199
7,286,True,5,reached destination,7 -> 561 -> 194 -> 922 -> 481 -> 286
111,90,True,2,reached destination,111 -> 880 -> 90
164,285,True,4,reached destination,164 -> 891 -> 320 -> 906 -> 285
292,198,True,4,reached destination,292 -> 734 -> 390 -> 533 -> 198
275,262,True,2,reached destination,275 -> 801 -> 262
143,110,True,3,reached destination,143 -> 817 -> 711 -> 110
282,170,False,0,no reachable relay,282
161,77,True,6,reached destination,161 -> 750 -> 250 -> 686 -> 436 -> 776 -> 77
0,57,True,2,reached destination,0 -> 560 -> 57
254,278,True,3,reached destination,254 -> 989 -> 967 -> 278
165,70,True,4,reached destination,165 -> 672 -> 345 -> 758 -> 70
96,60,True,5,reached destination,96 -> 1091 -> 125 -> 786 -> 458 -> 60
1,229,True,2,reached destination,1 -> 674 -> 229
170,101,True,2,reached destination,170 -> 866 -> 101
239,258,True,5,reached destination,239 -> 525 -> 348 -> 16 -> 686 -> 258
152,8,False,50,maximum hops reached,152 -> 1081 -> 358 -> 508 -> 742 -> 386 -> 1127 -> 434 -> 1028 -> 139 -> 958 -> 78 -> 814 -> 227 -> 882 -> 196 -> 452 -> 58 -> 575 -> 45 -> 751 -> 138 -> 796 -> 978 -> 182 -> 644 -> 251 -> 638 -> 17 -> 851 -> 83 -> 444 -> 120 -> 678 -> 265 -> 1142 -> 5 -> 1067 -> 112 -> 1116 -> 80 -> 1000 -> 272 -> 1057 -> 198 -> 798 -> 70 -> 818 -> 210 -> 647 -> 293
293,129,True,4,reached destination,293 -> 975 -> 125 -> 446 -> 129
103,51,True,7,reached destination,103 -> 797 -> 69 -> 800 -> 336 -> 395 -> 698 -> 51
108,70,True,3,reached destination,108 -> 900 -> 1037 -> 70
77,134,True,4,reached destination,77 -> 657 -> 187 -> 847 -> 134
87,74,False,50,maximum hops reached,87 -> 555 -> 580 -> 1136 -> 255 -> 1001 -> 21 -> 518 -> 109 -> 824 -> 23 -> 1041 -> 400 -> 848 -> 29 -> 586 -> 34 -> 956 -> 39 -> 692 -> 230 -> 984 -> 123 -> 939 -> 77 -> 645 -> 892 -> 352 -> 22 -> 1129 -> 245 -> 884 -> 379 -> 619 -> 192 -> 999 -> 699 -> 79 -> 763 -> 92 -> 1132 -> 95 -> 440 -> 1 -> 820 -> 25 -> 934 -> 128 -> 821 -> 47 -> 636
