source,destination,greedy_success,greedy_hops,greedy_reason,greedy_path,dijkstra_success,dijkstra_hops,dijkstra_delay_ms,dijkstra_path
1051,1049,False,0,no reachable relay,1051,True,2,6.286011045414192,1051 -> 344 -> 1049
994,997,False,3,no reachable relay,994 -> 119 -> 888 -> 136,True,8,58.55819180934694,994 -> 174 -> 118 -> 127 -> 331 -> 85 -> 354 -> 82 -> 997
943,1085,False,0,no reachable relay,943,True,2,4.120268073580346,943 -> 586 -> 1085
1080,975,False,50,maximum hops reached,1080 -> 6 -> 569 -> 348 -> 1011 -> 316 -> 577 -> 45 -> 397 -> 207 -> 402 -> 142 -> 319 -> 939 -> 383 -> 813 -> 179 -> 12 -> 410 -> 318 -> 190 -> 567 -> 10 -> 389 -> 140 -> 635 -> 903 -> 353 -> 713 -> 107 -> 809 -> 908 -> 329 -> 642 -> 55 -> 501 -> 715 -> 307 -> 669 -> 857 -> 417 -> 479 -> 599 -> 53 -> 905 -> 188 -> 1085 -> 71 -> 1017 -> 147 -> 1044,True,2,7.882952972534372,1080 -> 669 -> 975
983,1032,True,2,reached destination,983 -> 113 -> 1032,True,3,13.28502988560589,983 -> 176 -> 113 -> 1032
1070,936,False,0,no reachable relay,1070,True,2,4.687004798531989,1070 -> 669 -> 936
1097,1059,False,50,maximum hops reached,1097 -> 181 -> 286 -> 90 -> 65 -> 243 -> 430 -> 302 -> 271 -> 324 -> 414 -> 300 -> 125 -> 288 -> 1020 -> 66 -> 932 -> 423 -> 891 -> 135 -> 508 -> 40 -> 131 -> 273 -> 750 -> 280 -> 818 -> 1090 -> 137 -> 172 -> 707 -> 349 -> 299 -> 621 -> 259 -> 673 -> 203 -> 551 -> 801 -> 138 -> 558 -> 328 -> 674 -> 279 -> 463 -> 728 -> 296 -> 796 -> 552 -> 655 -> 441,True,5,41.43085407424822,1097 -> 21 -> 419 -> 132 -> 271 -> 1059
1102,941,False,0,no reachable relay,1102,True,5,29.131482256736092,1102 -> 501 -> 991 -> 809 -> 810 -> 941
938,1063,False,50,maximum hops reached,938 -> 397 -> 875 -> 140 -> 1066 -> 10 -> 783 -> 417 -> 634 -> 190 -> 192 -> 402 -> 307 -> 179 -> 343 -> 410 -> 435 -> 6 -> 356 -> 348 -> 176 -> 577 -> 37 -> 383 -> 344 -> 188 -> 599 -> 335 -> 113 -> 642 -> 388 -> 501 -> 1085 -> 71 -> 732 -> 319 -> 613 -> 316 -> 782 -> 538 -> 147 -> 514 -> 586 -> 500 -> 669 -> 529 -> 761 -> 788 -> 713 -> 834 -> 1026,True,2,8.826724728821297,938 -> 782 -> 1063
979,1074,True,3,reached destination,979 -> 55 -> 249 -> 1074,True,4,26.08864671521696,979 -> 789 -> 784 -> 735 -> 1074
1014,875,False,0,no reachable relay,1014,True,2,5.743478685218438,1014 -> 586 -> 875
885,943,False,5,no reachable relay,885 -> 61 -> 1065 -> 252 -> 1076 -> 208,True,9,64.79334815182723,885 -> 76 -> 75 -> 5 -> 227 -> 222 -> 185 -> 192 -> 397 -> 943
1092,906,False,50,maximum hops reached,1092 -> 10 -> 875 -> 397 -> 1085 -> 140 -> 905 -> 417 -> 908 -> 190 -> 344 -> 402 -> 307 -> 410 -> 192 -> 179 -> 356 -> 6 -> 113 -> 348 -> 176 -> 383 -> 435 -> 319 -> 343 -> 188 -> 599 -> 71 -> 642 -> 147 -> 577 -> 388 -> 501 -> 335 -> 669 -> 37 -> 782 -> 939 -> 316 -> 613 -> 329 -> 1017 -> 371 -> 761 -> 732 -> 586 -> 634 -> 663 -> 500 -> 713 -> 1022,True,2,9.97737256880065,1092 -> 388 -> 906
1021,1026,False,0,no reachable relay,1021,True,6,32.668300528995886,1021 -> 658 -> 541 -> 830 -> 869 -> 344 -> 1026
1030,1056,True,4,reached destination,1030 -> 351 -> 238 -> 344 -> 1056,True,7,43.32245305033257,1030 -> 372 -> 2 -> 69 -> 376 -> 1005 -> 37 -> 1056
920,890,False,0,no reachable relay,920,True,2,12.81662884155038,920 -> 642 -> 890
865,929,False,50,maximum hops reached,865 -> 304 -> 1109 -> 365 -> 238 -> 344 -> 140 -> 185 -> 176 -> 357 -> 307 -> 222 -> 343 -> 889 -> 192 -> 1026 -> 435 -> 999 -> 356 -> 834 -> 37 -> 788 -> 196 -> 732 -> 218 -> 397 -> 268 -> 113 -> 514 -> 314 -> 529 -> 940 -> 10 -> 493 -> 599 -> 47 -> 500 -> 870 -> 388 -> 767 -> 258 -> 613 -> 376 -> 538 -> 852 -> 634 -> 740 -> 501 -> 1049 -> 417 -> 783,True,7,42.74133292820267,865 -> 675 -> 861 -> 658 -> 541 -> 830 -> 834 -> 929
861,1090,False,0,no reachable relay,861,True,9,65.71389551695509,861 -> 658 -> 541 -> 830 -> 869 -> 37 -> 994 -> 219 -> 259 -> 1090
1011,921,False,50,maximum hops reached,1011 -> 397 -> 875 -> 10 -> 1085 -> 140 -> 905 -> 417 -> 908 -> 190 -> 192 -> 402 -> 307 -> 410 -> 356 -> 179 -> 435 -> 6 -> 176 -> 383 -> 343 -> 188 -> 599 -> 71 -> 642 -> 113 -> 713 -> 388 -> 501 -> 1066 -> 147 -> 577 -> 371 -> 613 -> 348 -> 37 -> 782 -> 634 -> 586 -> 344 -> 761 -> 732 -> 319 -> 500 -> 335 -> 1022 -> 196 -> 669 -> 529 -> 809 -> 1017,True,2,6.043636076582752,1011 -> 586 -> 921
999,924,False,50,maximum hops reached,999 -> 397 -> 875 -> 140 -> 1066 -> 10 -> 783 -> 417 -> 634 -> 190 -> 192 -> 402 -> 307 -> 179 -> 343 -> 410 -> 435 -> 6 -> 356 -> 348 -> 176 -> 577 -> 37 -> 383 -> 344 -> 188 -> 599 -> 335 -> 113 -> 642 -> 388 -> 501 -> 1085 -> 71 -> 732 -> 319 -> 613 -> 316 -> 782 -> 538 -> 147 -> 514 -> 586 -> 500 -> 669 -> 529 -> 761 -> 788 -> 713 -> 834 -> 1026,True,2,7.758567331890614,999 -> 613 -> 924
955,961,False,0,no reachable relay,955,True,6,37.289265733656364,955 -> 176 -> 996 -> 369 -> 265 -> 102 -> 961
910,977,False,0,no reachable relay,910,True,2,8.743185576960524,910 -> 732 -> 977
1061,1087,False,0,no reachable relay,1061,True,2,7.64553820799831,1061 -> 344 -> 1087
970,1074,False,0,no reachable relay,970,True,5,32.73150425263455,970 -> 782 -> 789 -> 784 -> 735 -> 1074
1089,915,False,0,no reachable relay,1089,True,2,5.401271375981074,1089 -> 344 -> 915
941,959,False,0,no reachable relay,941,True,5,31.834433668277114,941 -> 810 -> 809 -> 990 -> 307 -> 959
964,861,False,0,no reachable relay,964,True,5,38.14495461265893,964 -> 742 -> 743 -> 550 -> 675 -> 861
1043,1018,True,3,reached destination,1043 -> 265 -> 334 -> 1018,True,4,24.802970418027023,1043 -> 102 -> 265 -> 369 -> 1018
1081,1087,False,0,no reachable relay,1081,True,2,6.274810135463502,1081 -> 344 -> 1087
884,1090,False,0,no reachable relay,884,True,6,34.24301266348888,884 -> 782 -> 1000 -> 561 -> 499 -> 661 -> 1090
1003,959,False,0,no reachable relay,1003,True,2,9.076360287942496,1003 -> 435 -> 959
1058,986,False,0,no reachable relay,1058,True,2,5.531086150165399,1058 -> 185 -> 986
1107,1085,False,0,no reachable relay,1107,True,2,3.78051859931917,1107 -> 782 -> 1085
1090,1089,False,50,maximum hops reached,1090 -> 265 -> 334 -> 343 -> 222 -> 192 -> 47 -> 435 -> 376 -> 307 -> 268 -> 140 -> 344 -> 886 -> 185 -> 983 -> 357 -> 356 -> 373 -> 176 -> 312 -> 834 -> 218 -> 767 -> 258 -> 529 -> 309 -> 37 -> 783 -> 196 -> 514 -> 602 -> 500 -> 726 -> 788 -> 852 -> 538 -> 493 -> 830 -> 613 -> 530 -> 732 -> 727 -> 599 -> 740 -> 634 -> 889 -> 314 -> 948 -> 113 -> 527,True,5,37.50659477918904,1090 -> 259 -> 219 -> 994 -> 37 -> 1089
890,1088,False,0,no reachable relay,890,True,3,14.884514673336572,890 -> 577 -> 599 -> 1088
955,912,False,0,no reachable relay,955,True,2,7.860966346318624,955 -> 356 -> 912
1020,962,False,50,maximum hops reached,1020 -> 299 -> 364 -> 307 -> 357 -> 397 -> 185 -> 889 -> 344 -> 541 -> 268 -> 538 -> 222 -> 192 -> 376 -> 343 -> 830 -> 435 -> 783 -> 356 -> 834 -> 886 -> 218 -> 767 -> 47 -> 788 -> 373 -> 514 -> 312 -> 529 -> 726 -> 176 -> 983 -> 37 -> 948 -> 196 -> 959 -> 140 -> 870 -> 113 -> 1015 -> 314 -> 500 -> 560 -> 732 -> 771 -> 493 -> 1028 -> 258 -> 1026 -> 10,True,6,38.004478293256035,1020 -> 728 -> 820 -> 659 -> 1025 -> 493 -> 962
864,949,False,0,no reachable relay,864,True,3,14.171301417304928,864 -> 783 -> 834 -> 949
1023,1058,False,0,no reachable relay,1023,True,2,4.416339237845455,1023 -> 344 -> 1058
1020,1038,False,25,no reachable relay,1020 -> 66 -> 932 -> 288 -> 891 -> 430 -> 1090 -> 423 -> 1033 -> 65 -> 796 -> 40 -> 414 -> 300 -> 125 -> 135 -> 508 -> 137 -> 349 -> 271 -> 324 -> 90 -> 172 -> 131 -> 273 -> 750,True,2,4.205226509650189,1020 -> 288 -> 1038
1074,1107,False,50,maximum hops reached,1074 -> 225 -> 319 -> 113 -> 383 -> 388 -> 179 -> 174 -> 190 -> 939 -> 410 -> 908 -> 417 -> 353 -> 188 -> 857 -> 10 -> 544 -> 402 -> 371 -> 140 -> 329 -> 71 -> 713 -> 147 -> 809 -> 335 -> 397 -> 53 -> 176 -> 6 -> 196 -> 586 -> 905 -> 348 -> 356 -> 761 -> 314 -> 782 -> 1085 -> 307 -> 316 -> 613 -> 669 -> 1017 -> 334 -> 663 -> 435 -> 789 -> 192 -> 831,True,5,26.556579202770266,1074 -> 594 -> 762 -> 646 -> 761 -> 1107
1047,885,False,0,no reachable relay,1047,True,8,58.52370306649199,1047 -> 514 -> 962 -> 222 -> 227 -> 5 -> 75 -> 76 -> 885
872,987,False,50,maximum hops reached,872 -> 435 -> 47 -> 37 -> 357 -> 356 -> 268 -> 196 -> 185 -> 314 -> 344 -> 886 -> 218 -> 192 -> 312 -> 343 -> 373 -> 307 -> 222 -> 176 -> 376 -> 258 -> 529 -> 309 -> 493 -> 783 -> 852 -> 834 -> 244 -> 500 -> 740 -> 514 -> 297 -> 613 -> 602 -> 113 -> 727 -> 140 -> 959 -> 174 -> 788 -> 527 -> 767 -> 692 -> 726 -> 732 -> 819 -> 538 -> 983 -> 530 -> 948,True,2,12.619286743159414,872 -> 176 -> 987
1105,862,False,0,no reachable relay,1105,True,2,7.69627128026818,1105 -> 397 -> 862
1030,928,False,6,no reachable relay,1030 -> 270 -> 1109 -> 338 -> 483 -> 650 -> 355,True,8,50.41768106420536,1030 -> 677 -> 675 -> 550 -> 743 -> 742 -> 1108 -> 698 -> 928
887,967,False,0,no reachable relay,887,True,2,6.731257974011845,887 -> 767 -> 967
1032,1109,True,6,reached destination,1032 -> 307 -> 886 -> 222 -> 379 -> 2 -> 1109,True,9,46.90856619803933,1032 -> 782 -> 732 -> 788 -> 783 -> 830 -> 541 -> 658 -> 755 -> 1109
1003,967,False,0,no reachable relay,1003,True,2,10.682837587768603,1003 -> 538 -> 967
942,989,False,47,no reachable relay,942 -> 410 -> 939 -> 190 -> 1011 -> 383 -> 903 -> 179 -> 334 -> 402 -> 335 -> 6 -> 388 -> 319 -> 113 -> 348 -> 371 -> 10 -> 329 -> 188 -> 316 -> 417 -> 53 -> 71 -> 353 -> 147 -> 45 -> 140 -> 55 -> 397 -> 505 -> 176 -> 761 -> 908 -> 368 -> 586 -> 1017 -> 307 -> 669 -> 52 -> 782 -> 396 -> 663 -> 356 -> 789 -> 713 -> 831 -> 207,True,2,4.401486216065413,942 -> 586 -> 989
945,888,True,4,reached destination,945 -> 203 -> 100 -> 314 -> 888,True,5,32.88147411665197,945 -> 102 -> 377 -> 364 -> 363 -> 888
1020,932,True,2,reached destination,1020 -> 300 -> 932,True,2,4.4705872347956195,1020 -> 300 -> 932
938,1042,False,50,maximum hops reached,938 -> 356 -> 357 -> 538 -> 268 -> 634 -> 185 -> 889 -> 344 -> 886 -> 192 -> 222 -> 343 -> 830 -> 435 -> 783 -> 307 -> 376 -> 767 -> 983 -> 373 -> 788 -> 309 -> 834 -> 948 -> 218 -> 514 -> 726 -> 529 -> 560 -> 500 -> 583 -> 732 -> 771 -> 1097 -> 47 -> 599 -> 602 -> 870 -> 37 -> 959 -> 312 -> 1015 -> 176 -> 1028 -> 196 -> 1026 -> 397 -> 940 -> 140 -> 1049,True,3,16.004259668611756,938 -> 188 -> 307 -> 1042
1071,944,False,0,no reachable relay,1071,True,3,13.525882281691398,1071 -> 192 -> 397 -> 944
900,1102,False,0,no reachable relay,900,True,2,10.390390245523552,900 -> 140 -> 1102
1046,882,False,50,maximum hops reached,1046 -> 10 -> 875 -> 397 -> 1085 -> 140 -> 905 -> 417 -> 908 -> 190 -> 192 -> 402 -> 307 -> 410 -> 435 -> 179 -> 356 -> 6 -> 113 -> 45 -> 188 -> 599 -> 71 -> 642 -> 147 -> 577 -> 388 -> 501 -> 335 -> 343 -> 383 -> 176 -> 348 -> 37 -> 782 -> 939 -> 319 -> 613 -> 316 -> 732 -> 586 -> 344 -> 761 -> 634 -> 371 -> 669 -> 196 -> 1022 -> 329 -> 1017 -> 53,True,2,5.414422312966134,1046 -> 782 -> 882
1036,1019,False,0,no reachable relay,1036,False,0,inf,1036
1065,925,False,3,no reachable relay,1065 -> 252 -> 1076 -> 208,True,7,55.23535958753484,1065 -> 48 -> 49 -> 47 -> 344 -> 918 -> 397 -> 925
998,928,False,0,no reachable relay,998,True,3,21.42990337923562,998 -> 809 -> 810 -> 928
1019,1059,False,0,no reachable relay,1019,True,8,34.26735058723362,1019 -> 782 -> 1040 -> 548 -> 618 -> 625 -> 891 -> 135 -> 1059
921,1026,False,0,no reachable relay,921,True,2,8.023911523072673,921 -> 613 -> 1026
1064,980,False,0,no reachable relay,1064,True,2,11.171878475510393,1064 -> 176 -> 980
955,1048,False,0,no reachable relay,955,True,2,5.382122425790446,955 -> 732 -> 1048
1084,1101,False,0,no reachable relay,1084,True,7,60.478985731764894,1084 -> 197 -> 111 -> 208 -> 181 -> 176 -> 140 -> 1101
974,1088,False,0,no reachable relay,974,True,6,32.72096854989593,974 -> 317 -> 318 -> 1068 -> 713 -> 634 -> 1088
945,909,False,50,maximum hops reached,945 -> 163 -> 1090 -> 430 -> 1020 -> 125 -> 712 -> 128 -> 149 -> 781 -> 283 -> 375 -> 354 -> 61 -> 390 -> 48 -> 115 -> 89 -> 284 -> 27 -> 8 -> 151 -> 282 -> 403 -> 110 -> 92 -> 197 -> 347 -> 109 -> 121 -> 56 -> 311 -> 780 -> 798 -> 407 -> 82 -> 855 -> 198 -> 474 -> 114 -> 799 -> 183 -> 465 -> 776 -> 574 -> 711 -> 572 -> 639 -> 807 -> 895 -> 293,True,9,54.26599864559643,945 -> 679 -> 932 -> 707 -> 648 -> 712 -> 447 -> 448 -> 799 -> 909
977,889,False,0,no reachable relay,977,True,2,8.997339824245051,977 -> 613 -> 889
1064,1062,False,0,no reachable relay,1064,True,2,9.219715047420037,1064 -> 501 -> 1062
988,1075,False,50,maximum hops reached,988 -> 369 -> 6 -> 1011 -> 383 -> 939 -> 348 -> 903 -> 179 -> 908 -> 410 -> 905 -> 402 -> 1017 -> 319 -> 1085 -> 190 -> 142 -> 10 -> 316 -> 397 -> 329 -> 140 -> 45 -> 417 -> 389 -> 188 -> 207 -> 71 -> 713 -> 335 -> 669 -> 1044 -> 147 -> 635 -> 113 -> 55 -> 586 -> 12 -> 761 -> 942 -> 53 -> 809 -> 388 -> 353 -> 782 -> 281 -> 663 -> 979 -> 307 -> 715,True,4,19.398430270133893,988 -> 804 -> 1082 -> 505 -> 1075
905,880,False,50,maximum hops reached,905 -> 192 -> 830 -> 344 -> 889 -> 185 -> 634 -> 357 -> 397 -> 268 -> 538 -> 222 -> 343 -> 560 -> 435 -> 783 -> 307 -> 726 -> 356 -> 834 -> 886 -> 376 -> 767 -> 983 -> 37 -> 788 -> 227 -> 493 -> 948 -> 218 -> 514 -> 583 -> 529 -> 771 -> 500 -> 753 -> 1097 -> 373 -> 732 -> 870 -> 47 -> 599 -> 602 -> 959 -> 176 -> 1015 -> 312 -> 613 -> 1026 -> 140 -> 1028,True,2,11.740444197335329,905 -> 613 -> 880
864,896,False,0,no reachable relay,864,True,3,14.546249146049442,864 -> 783 -> 788 -> 896
951,1056,True,2,reached destination,951 -> 176 -> 1056,True,2,4.30871482555294,951 -> 176 -> 1056
981,946,False,0,no reachable relay,981,True,2,7.794481575183402,981 -> 782 -> 946
1074,975,False,50,maximum hops reached,1074 -> 225 -> 316 -> 577 -> 45 -> 397 -> 207 -> 402 -> 142 -> 6 -> 569 -> 348 -> 1011 -> 319 -> 939 -> 383 -> 813 -> 179 -> 12 -> 410 -> 318 -> 190 -> 567 -> 10 -> 389 -> 140 -> 635 -> 903 -> 353 -> 713 -> 107 -> 809 -> 908 -> 329 -> 642 -> 55 -> 501 -> 715 -> 307 -> 669 -> 857 -> 417 -> 479 -> 599 -> 53 -> 905 -> 188 -> 1085 -> 71 -> 1017 -> 147,True,6,27.320958261074452,1074 -> 579 -> 536 -> 774 -> 476 -> 479 -> 975
994,1088,False,50,maximum hops reached,994 -> 343 -> 830 -> 344 -> 889 -> 185 -> 886 -> 357 -> 538 -> 268 -> 634 -> 222 -> 192 -> 560 -> 435 -> 783 -> 307 -> 376 -> 767 -> 983 -> 356 -> 834 -> 948 -> 373 -> 788 -> 309 -> 514 -> 726 -> 529 -> 771 -> 500 -> 583 -> 732 -> 657 -> 613 -> 870 -> 218 -> 959 -> 47 -> 599 -> 602 -> 1015 -> 37 -> 1028 -> 312 -> 1026 -> 176 -> 940 -> 196 -> 1049 -> 397,True,3,14.636869539784918,994 -> 692 -> 493 -> 1088
1037,900,False,0,no reachable relay,1037,True,7,33.729611518886756,1037 -> 818 -> 891 -> 625 -> 618 -> 1006 -> 335 -> 900
1083,865,True,2,reached destination,1083 -> 250 -> 865,True,3,17.453656115254407,1083 -> 697 -> 700 -> 865
905,1035,False,50,maximum hops reached,905 -> 192 -> 222 -> 343 -> 830 -> 344 -> 889 -> 185 -> 634 -> 357 -> 397 -> 268 -> 732 -> 376 -> 435 -> 783 -> 307 -> 373 -> 356 -> 834 -> 886 -> 37 -> 767 -> 983 -> 218 -> 788 -> 47 -> 514 -> 309 -> 529 -> 726 -> 176 -> 948 -> 196 -> 538 -> 312 -> 500 -> 560 -> 613 -> 870 -> 140 -> 959 -> 113 -> 1015 -> 417 -> 1026 -> 10 -> 940 -> 314 -> 1028 -> 258,True,2,11.44670452995182,905 -> 613 -> 1035
884,1102,False,0,no reachable relay,884,True,2,6.477376721489078,884 -> 307 -> 1102
1034,945,True,2,reached destination,1034 -> 13 -> 945,True,2,5.1401698370016415,1034 -> 13 -> 945
1016,889,False,0,no reachable relay,1016,True,4,18.12190814581451,1016 -> 560 -> 830 -> 834 -> 889
1081,980,False,0,no reachable relay,1081,True,3,12.716346261628889,1081 -> 37 -> 196 -> 980
1105,971,False,0,no reachable relay,1105,False,0,inf,1105
957,863,False,0,no reachable relay,957,True,3,26.885954284972975,957 -> 179 -> 178 -> 863
925,989,False,0,no reachable relay,925,True,2,3.944852453142371,925 -> 761 -> 989
1011,1068,False,3,no reachable relay,1011 -> 207 -> 903 -> 389,True,2,9.860343748048487,1011 -> 319 -> 1068
933,1106,False,0,no reachable relay,933,True,5,32.866362373610954,933 -> 687 -> 468 -> 703 -> 778 -> 1106
1080,1058,False,50,maximum hops reached,1080 -> 343 -> 47 -> 435 -> 222 -> 37 -> 357 -> 356 -> 268 -> 176 -> 185 -> 314 -> 344 -> 886 -> 218 -> 834 -> 196 -> 373 -> 192 -> 312 -> 307 -> 376 -> 258 -> 602 -> 113 -> 852 -> 514 -> 244 -> 529 -> 309 -> 493 -> 783 -> 727 -> 500 -> 527 -> 788 -> 740 -> 767 -> 530 -> 732 -> 726 -> 613 -> 657 -> 538 -> 819 -> 983 -> 297 -> 948 -> 174 -> 959 -> 140,True,2,12.522284602461667,1080 -> 613 -> 1058
1020,918,False,50,maximum hops reached,1020 -> 299 -> 52 -> 307 -> 1026 -> 192 -> 889 -> 343 -> 1066 -> 435 -> 999 -> 356 -> 940 -> 176 -> 538 -> 113 -> 344 -> 140 -> 185 -> 397 -> 268 -> 10 -> 357 -> 417 -> 514 -> 188 -> 500 -> 1072 -> 37 -> 599 -> 196 -> 732 -> 1087 -> 71 -> 529 -> 914 -> 190 -> 788 -> 388 -> 634 -> 218 -> 613 -> 1049 -> 314 -> 501 -> 222 -> 1015 -> 258 -> 767 -> 147 -> 834,True,6,34.363817307847704,1020 -> 728 -> 820 -> 659 -> 926 -> 176 -> 918
1095,989,False,0,no reachable relay,1095,True,2,3.564999188121878,1095 -> 761 -> 989
878,915,False,0,no reachable relay,878,True,2,4.530748111618019,878 -> 343 -> 915
1074,967,False,50,maximum hops reached,1074 -> 225 -> 319 -> 192 -> 830 -> 634 -> 222 -> 886 -> 357 -> 889 -> 185 -> 983 -> 268 -> 948 -> 344 -> 560 -> 343 -> 583 -> 834 -> 959 -> 376 -> 767 -> 785 -> 788 -> 238 -> 783 -> 870 -> 373 -> 538 -> 541 -> 514 -> 1015 -> 435 -> 1028 -> 47 -> 1026 -> 307 -> 1049 -> 312 -> 940 -> 218 -> 999 -> 356 -> 1087 -> 37 -> 1066 -> 397 -> 1072 -> 176 -> 1056 -> 140,True,7,40.38464900545266,1074 -> 594 -> 762 -> 646 -> 761 -> 922 -> 538 -> 967
942,1031,True,2,reached destination,942 -> 335 -> 1031,True,2,8.729419658690928,942 -> 789 -> 1031
1003,1062,False,0,no reachable relay,1003,True,2,6.606964988066736,1003 -> 402 -> 1062
937,1097,False,0,no reachable relay,937,True,3,13.795708325007624,937 -> 312 -> 309 -> 1097
1092,1038,False,26,no reachable relay,1092 -> 34 -> 423 -> 1020 -> 66 -> 932 -> 288 -> 891 -> 430 -> 1090 -> 65 -> 796 -> 40 -> 414 -> 300 -> 125 -> 135 -> 508 -> 137 -> 349 -> 271 -> 324 -> 90 -> 172 -> 131 -> 273 -> 750,True,4,25.079810013692715,1092 -> 659 -> 820 -> 728 -> 1038
1083,1090,False,13,no reachable relay,1083 -> 354 -> 895 -> 56 -> 879 -> 151 -> 1079 -> 109 -> 883 -> 27 -> 1098 -> 407 -> 1076 -> 231,True,10,53.742589128927904,1083 -> 474 -> 855 -> 1078 -> 849 -> 848 -> 672 -> 673 -> 621 -> 674 -> 1090
965,894,True,3,reached destination,965 -> 369 -> 439 -> 894,True,3,23.437077963813515,965 -> 544 -> 735 -> 894
958,1030,False,0,no reachable relay,958,True,7,41.467129933941706,958 -> 767 -> 777 -> 775 -> 459 -> 640 -> 645 -> 1030
1027,1008,False,50,maximum hops reached,1027 -> 89 -> 1076 -> 208 -> 607 -> 37 -> 10 -> 875 -> 140 -> 1085 -> 397 -> 905 -> 417 -> 908 -> 190 -> 493 -> 410 -> 307 -> 402 -> 176 -> 179 -> 356 -> 383 -> 113 -> 6 -> 435 -> 188 -> 599 -> 71 -> 642 -> 147 -> 577 -> 388 -> 348 -> 192 -> 319 -> 343 -> 335 -> 501 -> 371 -> 761 -> 344 -> 782 -> 1022 -> 316 -> 613 -> 329 -> 1017 -> 53 -> 1044 -> 334,True,7,57.216468957535945,1027 -> 311 -> 48 -> 49 -> 47 -> 1055 -> 613 -> 1008
1103,875,False,0,no reachable relay,1103,True,2,8.241850120161953,1103 -> 613 -> 875
996,1051,False,50,maximum hops reached,996 -> 307 -> 357 -> 140 -> 185 -> 886 -> 344 -> 785 -> 268 -> 538 -> 222 -> 192 -> 376 -> 343 -> 373 -> 435 -> 783 -> 218 -> 834 -> 889 -> 47 -> 767 -> 312 -> 788 -> 309 -> 514 -> 602 -> 529 -> 830 -> 356 -> 726 -> 176 -> 983 -> 37 -> 771 -> 500 -> 560 -> 732 -> 657 -> 613 -> 948 -> 196 -> 959 -> 113 -> 870 -> 314 -> 1015 -> 397 -> 1049 -> 10 -> 1026,True,4,15.611107145438616,996 -> 388 -> 995 -> 435 -> 1051
1034,899,False,3,no reachable relay,1034 -> 146 -> 346 -> 59,True,8,38.91352286551042,1034 -> 13 -> 985 -> 484 -> 719 -> 651 -> 974 -> 59 -> 899
998,1034,False,0,no reachable relay,998,True,5,30.77613878261983,998 -> 782 -> 1000 -> 561 -> 499 -> 1034
955,1062,False,0,no reachable relay,955,True,2,11.50604932807479,955 -> 397 -> 1062
978,911,False,0,no reachable relay,978,True,2,5.832259748530181,978 -> 732 -> 911
1039,1037,False,0,no reachable relay,1039,True,2,5.728955864359317,1039 -> 551 -> 1037
1034,1100,False,50,maximum hops reached,1034 -> 265 -> 334 -> 307 -> 1066 -> 435 -> 1072 -> 356 -> 1026 -> 343 -> 335 -> 192 -> 831 -> 176 -> 538 -> 113 -> 344 -> 140 -> 185 -> 397 -> 37 -> 10 -> 218 -> 417 -> 268 -> 388 -> 500 -> 371 -> 613 -> 999 -> 196 -> 732 -> 314 -> 402 -> 529 -> 940 -> 188 -> 514 -> 71 -> 788 -> 147 -> 493 -> 190 -> 767 -> 782 -> 834 -> 410 -> 692 -> 599 -> 258 -> 501,True,5,32.29971248941234,1034 -> 499 -> 561 -> 1040 -> 71 -> 1100
1055,909,False,0,no reachable relay,1055,True,6,44.19279524150826,1055 -> 530 -> 790 -> 449 -> 791 -> 855 -> 909
1087,1048,False,50,maximum hops reached,1087 -> 192 -> 713 -> 307 -> 1066 -> 343 -> 809 -> 435 -> 1072 -> 397 -> 767 -> 140 -> 788 -> 10 -> 357 -> 417 -> 634 -> 371 -> 356 -> 914 -> 402 -> 344 -> 190 -> 185 -> 599 -> 875 -> 176 -> 642 -> 268 -> 732 -> 947 -> 113 -> 538 -> 410 -> 514 -> 179 -> 500 -> 635 -> 501 -> 222 -> 529 -> 951 -> 188 -> 834 -> 71 -> 1085 -> 6 -> 613 -> 995 -> 37 -> 577,True,2,7.886559508703264,1087 -> 435 -> 1048
885,864,False,12,no reachable relay,885 -> 62 -> 1083 -> 252 -> 63 -> 238 -> 963 -> 69 -> 954 -> 266 -> 1004 -> 298 -> 830,True,8,51.25460030987848,885 -> 121 -> 1083 -> 576 -> 637 -> 640 -> 578 -> 583 -> 864
1104,898,False,0,no reachable relay,1104,True,2,9.739203186971785,1104 -> 397 -> 898
1102,957,False,0,no reachable relay,1102,True,2,5.101634865641103,1102 -> 613 -> 957
1080,995,True,2,reached destination,1080 -> 113 -> 995,True,2,5.755107311386081,1080 -> 71 -> 995
1004,1028,True,2,reached destination,1004 -> 47 -> 1028,True,3,15.466300195883509,1004 -> 657 -> 602 -> 1028
969,913,False,50,maximum hops reached,969 -> 49 -> 263 -> 56 -> 895 -> 151 -> 448 -> 27 -> 491 -> 109 -> 593 -> 197 -> 128 -> 283 -> 85 -> 354 -> 54 -> 390 -> 200 -> 115 -> 199 -> 736 -> 1079 -> 407 -> 781 -> 403 -> 695 -> 711 -> 563 -> 879 -> 110 -> 626 -> 159 -> 799 -> 331 -> 664 -> 15 -> 465 -> 231 -> 574 -> 684 -> 780 -> 850 -> 815 -> 717 -> 691 -> 849 -> 855 -> 447 -> 572 -> 1098,True,6,33.107539188717496,969 -> 450 -> 738 -> 737 -> 685 -> 684 -> 913
921,1052,False,0,no reachable relay,921,True,2,7.10875733162206,921 -> 307 -> 1052
925,931,False,0,no reachable relay,925,True,4,22.254901282417908,925 -> 501 -> 911 -> 783 -> 931
